,Restaurant,Address,Appears on,latitude,longitude
259,Andrew Edmunds,"46 Lexington St, London, Greater London W1F 0LW",Infatuation,51.5131439,-0.1361955
260,Tacos Mx,"337 Lillie Road, London, Greater London SW6 7NR",Infatuation,51.4825958,-0.214373
261,Disrepute,"4 Kingly Court, Soho, Greater London W1B 5PW",Infatuation,51.5123462,-0.1387397
262,Tramshed,"32 Rivington St, Shoreditch, Greater London EC2A 3LX",Infatuation,51.525923,-0.0816885
263,Old Chang Kee,"15 New Row, London,  WC2N 4LD",Infatuation,51.51121389999999,-0.1256608
264,Balance,"42-43 Lower Marsh, London, Greater London SE1 7RG",Infatuation,51.5013842,-0.1112119
265,Corrochio's Cocina,"76 Stoke Newington Road, London, England N16 7XB",Infatuation,51.5527678,-0.0746136
266,Beam,"103 Westbourne Grove, London,  W2 4UW",Infatuation,51.5151233,-0.1933516
267,Asher's Africana,"224 Ealing Road, Wembley, England HA0 4QL",Infatuation,51.5439957,-0.2972457
268,Murger Han Mayfair,"Sackville St, London, Greater London W1S 3DF",Infatuation,51.5094089,-0.1382328
269,Bone Daddies," 63-97 Kensington High St, London , Kensington W8 6SG",Infatuation,51.5016915,-0.1906795
270,Oie Truly Thai ,"The Arcade, Liverpool Street Station, London,  EC2M 7PD",Infatuation,51.517237,-0.0830592
271,Quality Chop House,"94 Farringdon Rd, London, Greater London EC1R 3EA","Infatuation, Timeout",51.5247854,-0.1100312
272,The Windsor Castle,"114 Campden Hill Rd, Kensington, Greater London W8 7AR",Infatuation,51.50629559999999,-0.1986193
273,Chicken Kitchen,"120 Goldhawk Rd, London, Greater London W12 8EJ",Infatuation,51.5019157,-0.2300011
274,Violet Cakes,"47 Wilton Way, London, United Kingdom E8 1BX",Infatuation,51.5454888,-0.0641009
275,Panadera,"83 Kentish Town Rd, London,  NW1 8NY",Infatuation,51.5432986,-0.1418999
276,Evelyn's Table,"28 Rupert Street, London, Greater London W1D 6DJ",Infatuation,51.5111277,-0.1325908
277,The Castle,"38 Tooting High St, Tooting, Greater London SW17 0RG",Infatuation,51.4285732,-0.1677041
278,The River Café,"Thames Wharf, Rainville Rd, London, Greater London W6 9HA",Infatuation,51.4828761,-0.2232634
279,Langan's Brasserie,"Stratton St., London, Greater London W1J 8LB",Infatuation,51.5074663,-0.1438167
280,Alain Ducasse At The Dorchester,"53 Park Lane, London, Greater London W1K 1QA",Infatuation,51.5075201,-0.1530778
281,Lagom,"17 Bohemia Pl, London, England E8 1DU",Infatuation,51.5473807,-0.0523768
282,Farang,"72 Highbury Park, London, Greater London N5 2XE","Infatuation, Timeout",51.55701149999999,-0.097729
283,Artusi,"161 Bellenden Rd, London, Greater London SE15 4DH",Infatuation,51.466663,-0.0727244
284,Cocomelt,"132 Wardour St, London, Greater London W1F 8ZS",Infatuation,51.514394,-0.1344994
285,Hjem,"3 Launceston Place, Kensington, Greater London W8 5RL",Infatuation,51.4991361,-0.185317
286,Lanzhou Lamian Noodle Bar ,"33 Cranbourn St., London, Greater London WC2H 7AD",Infatuation,51.51148389999999,-0.1277215
287,Sessions Arts Club,"24 Clerkenwell Green, London,  EC1R 0NA",Infatuation,51.5226427,-0.1060103
288,The Dusty Knuckle Bakery,"Abbot St Car Park, London, Greater London E8 3DP",Infatuation,51.5472045,-0.0744055
289,Narenj Persian Restaurant,"54 High Street, Kingston, Greater London KT1 1HN",Infatuation,51.4071033,-0.3081036
290,Forza Wine at the National Theatre,"National Theatre, SE1 9PX, London, England SE1 9PX","Infatuation, Timeout",51.5072194,-0.1143667
291,Kricket White City,"101 Wood Lane, London,  W12 7FR",Infatuation,51.511249,-0.225037
292,Zia Lucia,"157 Holloway Rd, London,  N7 8LX",Infatuation,51.54959760000001,-0.1086153
293,Caffeinate N8,"140 Crouch Hill, London, Greater London N8 9DX",Infatuation,51.5779989,-0.1234986
294,Dishoom Shoreditch,"7 Boundary St, London, Greater London E2 7JE",Infatuation,51.5245241,-0.0766727
295,Planque,"322 - 324 Acton Mews, London, Greater London E8 4DG",Infatuation,51.5383798,-0.0758253
296,Blacklock Soho,"24 Great Windmill St, London, Greater London W1D 7LG",Infatuation,51.5117973,-0.1346001
297,Zoilo,"9 Duke St, London, Greater London W1U 3EG",Infatuation,51.5160668,-0.1521171
298,Korean Dinner Party,"Top Floor, Kingly Court, London,  W1B 5PW",Infatuation,51.5126053,-0.1387819
299,Cadet,"56 Newington Green, London, Greater London N16 9PX",Infatuation,51.5513795,-0.0859824
300,Gladwell’s Deli & Grocery,"2 Camberwell Church St, London, England SE5 8QU",Infatuation,51.4740442,-0.0919421
301,Saravanaa Bhavan,"300 High Street North, London, London E12 6SA",Infatuation,51.5424255,0.0504359
302,Mayfair 1 Cafe,"2a White Horse St., London, Greater London W1J 7LB",Infatuation,51.5061513,-0.146138
303,Pearl Liang,"8 Sheldon Sq, London, Greater London W2 6EZ",Infatuation,51.5192779,-0.1804098
304,Mio Yatai,"129a Pritchard's Road, London,  E2 9AP",Infatuation,51.5354104,-0.0627228
305,Three Sheets,"510b Kingsland Rd, London, Greater London E8 4AB",Infatuation,51.5438646,-0.0759038
306,Old Spike Roastery,"54 Peckham Rye, London, Greater London SE15 4JJ",Infatuation,51.4651655,-0.0666498
307,Doughnut Time,"96 Shaftesbury Ave, London, Greater London W1D 5EE",Infatuation,51.5121805,-0.131195
308,The Cheese Bar,"Unit 93 North Yard, Chalk Farm, Greater London NW1 8AH",Infatuation,51.54233929999999,-0.1477383
309,The Winemakers Club Deptford,"211 Deptford High Street, London, Greater London SE8 3NT",Infatuation,51.4808396,-0.026487
310,Sexy Fish,"Berkeley Square,Berkeley Square House, London, Greater London W1J 6BR",Infatuation,51.5099371,-0.1454782
311,Antidote Wine Bar,"12A Newburgh St, London, Greater London W1F 7RR",Infatuation,51.51367219999999,-0.1388663
312,Zen Mondo,"326 Upper St, London, Greater London N1 2XQ",Infatuation,51.5369931,-0.1029903
313,Wave,"11 Dispensary Lane, London, England E8 1FT",Infatuation,51.54887739999999,-0.0546374
314,The Place,"58 High Street, New Malden, Greater London KT3 4EZ",Infatuation,51.401761,-0.2559298
315,Lost Souls Pizza,"245 Eversholt St, London, Greater London NW1 1BE",Infatuation,51.5336043,-0.1378535
316,Bar Américain,"20 Sherwood St, London, Greater London W1F 7ED",Infatuation,51.510608,-0.1355507
317,Four Hundred Rabbits,"The Lido Cafe, London, Greater London SE24 0PA",Infatuation,51.4532779,-0.1060916
318,Kolamba,"21 Kingly Court, London,  W1B 5QA",Infatuation,51.5130238,-0.1395708
319,The Apple Blue,"212 Balham High Road, London, Greater London SW12 9BT",Infatuation,51.4430708,-0.1535433
320,40FT Brewery & Taproom,"18 Ashwin Street, London, Greater London E8 3DL",Infatuation,51.5469105,-0.0745778
321,Reverend J W Simpson,"32 Goodge St, London, Greater London W1T 2QJ",Infatuation,51.5197314,-0.135236
322,The Garden Museum Cafe,"Lambeth Palace, London, Greater London null",Infatuation,51.4957797,-0.1198461
323,Pidgin,"52 Wilton Way, London, Greater London E8 1BG",Infatuation,51.5455406,-0.06111200000000001
324,Kampai Kensington,"127A Hammersmith Rd,, London, Greater London W14 0QL",Infatuation,51.4943242,-0.2129578
325,Da Mario,"15 Gloucester Rd, London, Greater London SW7 4PP",Infatuation,51.498721,-0.1835082
326,Beer + Burger,"1a Arthouse, 1 York Way, London, Greater London N1 0BU",Infatuation,51.5359415,-0.1226584
327,Maggie Jones's,"6 Old Court Place, London, Greater London W8 4PL",Infatuation,51.5028117,-0.1911613
328,Wine N Rind,"Holcombe Market, London,  N17 9AA",Infatuation,51.5929553,-0.0694538
329,Café TPT,"21 Wardour St., Chinatown, Greater London W1D 6PN",Infatuation,51.5110349,-0.1320274
330,Diogenes The Dog,"96 Rodney Road, London,  SE17 1BG",Infatuation,51.4915191,-0.091073
331,Unico,"St John’s Wood High Street, London, Greater London NW8 7SE",Infatuation,51.5337302,-0.1709555
332,Ducksoup,"41 Dean St., Soho, Greater London W1D 4PY",Infatuation,51.5133217,-0.1321019
333,Wild Honey,"8 Pall Mall, London,  SW1Y 5NG",Infatuation,51.5074839,-0.132159
334,Wild Grains Bakery,"3 Lockwood Way, London, England E17 5RB",Infatuation,51.595456,-0.04197340000000001
335,Trampoline,"27 Camden Psge, London, null N1 8EA",Infatuation,51.5349713,-0.1037844
336,Mukbap,"91 Worship St, London, England EC2A 2BG",Infatuation,51.5221434,-0.0818897
337,Caravel,"172 Shepherdess Walk, London, Greater London N1 7ED","Infatuation, Timeout",51.5338306,-0.0937944
338,Barrafina Soho,"26-27 Dean St, London, Greater London W1D 3LL",Infatuation,51.5139796,-0.1325483
339,Legare,"31 Shad Thames, London,  SE1 2YR",Infatuation,51.5036002,-0.07412160000000001
340,Night Tales,"14 Bohemia Place, Mare Street, London, Greater London E8 1DU",Infatuation,51.547358,-0.0528211
341,Sông Quê,"134 Kingsland Rd, London, Greater London E2 8DY",Infatuation,51.5307813,-0.0768191
342,Dovetale,"1 Dover Yd, London, England W1J 8DL",Infatuation,51.50801569999999,-0.1420922
343,Army & Navy,"Unit 1, 3 Matthias Road, London, England N16 8NT",Infatuation,51.55185239999999,-0.07984039999999999
344,Maramia Cafe,"48 Golbourne Rd, London, Greater London W10 5PR",Infatuation,51.522645,-0.2076836
345,Briciole,"20 Homer St, Marylebone, Greater London W1H 4NA",Infatuation,51.519144,-0.1639051
346,The Culpeper,"40 Commercial St, Spitalfields, Greater London E1 6LP",Infatuation,51.5169011,-0.0729295
347,Hakata Ramen,"177 Bermondsey Street, London, null SE1 3UW",Infatuation,51.4988277,-0.0809482
348,Ottolenghi,"287 Upper Street, London,  N1 2TZ",Infatuation,51.5397566,-0.1021863
349,Nostos Coffee,"10a Battersea Park Road, London, null SW8 4FF",Infatuation,51.4772709,-0.1470662
350,Babylon,"76-78 Coombe Lane, London, Greater London SW20 0QY",Infatuation,51.409617,-0.2318807
351,Bruno's,"172 Shepherdess Walk, London, null N1 7JL",Infatuation,51.5338306,-0.0937944
352,Lyle's,"56 Shoreditch High St, London, Greater London E1 6JJ",Infatuation,51.5238052,-0.0769164
353,Vins,"93 Grosvenor Avenue, London, Greater London N5 2NS",Infatuation,51.5490675,-0.09226469999999999
354,Qima Cafe,"21 Warren St, London, England W1T 5LT",Infatuation,51.523978,-0.1399175
355,Bellanger,"9 Islington Green, London, Greater London N1 2XH",Infatuation,51.53652599999999,-0.102689
356,Roti King,"40 Doric Way, London, Greater London NW1 1LH",Infatuation,51.52909769999999,-0.1320304
357,Amols Vada Pav,"181 Ealing Road, Wembley, England HA0 4LW",Infatuation,51.5413092,-0.2975396
358,The Crabtree,"60 Rainville Rd, Fulham, Greater London W6 9HA",Infatuation,51.4845552,-0.2244742
359,Hai Cafe,"120b Lower Clapton Rd, London, Greater London E5 0QR",Infatuation,51.554025,-0.0535384
360,Trisha's,"57 Greek St, London, England W1D 3DX",Infatuation,51.5144951,-0.1312945
361,Roka,"37 Charlotte St, London, Greater London W1T 1RR",Infatuation,51.51893219999999,-0.1354015
362,The Lecture Room And Library At Sketch,"9 Conduit St, London, Greater London W1S 2XG",Infatuation,51.5127667,-0.1415637
363,Limin Southbank,"56 Gabriels Wharf, Upper Ground, London, England SE1 9PP",Infatuation,51.5080522,-0.1103565
364,Sake No Hana,"23 St James's St, London, Greater London SW1A 1HA",Infatuation,51.5066352,-0.1391577
365,Kolae,"6-8 Park St, SE1 9AB , London, England SE1 9AB",Infatuation,51.5054489,-0.0916352
366,Pollen Street Social,"8-10 Pollen St, London, Greater London W1S 1NQ",Infatuation,51.5133282,-0.1423548
367,Nagare Coffee,"40 Brushfield Street, London, England E1 6AG",Infatuation,51.51894550000001,-0.0769362
368,Saltine,"11 Highbury Park, London, England N5 1QJ",Infatuation,51.553846,-0.098382
369,Leroy,"18 Phipp Street, London, Greater London EC2A 4NU",Infatuation,51.5240312,-0.0815515
370,Jolene Hornsey Road (aka Big Jo),"318-326 Hornsey Rd, London,  N7 7HE",Infatuation,51.563125,-0.1177961
371,Fairuz,"3 Blandford St, London, Greater London W1U 3DA",Infatuation,51.5182296,-0.151947
372,Trivet,"36 Snowsfields, London, Greater London SE1 3SX",Infatuation,51.5023695,-0.0847605
373,Sweeties,"10 Argyle Street, London, null WC1H 8EG",Infatuation,51.5295373,-0.1243078
374,Al Dente,"65 Old Brompton Road, London, United Kingdom SW7 3JS",Infatuation,51.4928475,-0.1762022
375,Coal Rooms,"11a Station Way, Peckham Rye, Greater London null",Infatuation,51.4700651,-0.0694246
376,Tanakatsu,"10 Wakley Street, London,  EC1V 7LT",Infatuation,51.5302756,-0.102049
377,Hélène Darroze at the Connaught,"16 Carlos Pl, London, Greater London W1K 2AL",Infatuation,51.5101843,-0.1497608
378,Bancone,"Golden Square 8-10 Lower James Street, London, Greater London W1F 9EL",Infatuation,51.5117852,-0.136607
379,Toad Bakery,"44 Peckham Road, London, null SE5 8PX",Infatuation,51.4737017,-0.0797904
380,La Patagonia,"31 Camden High St, London, Greater London NW1 7JE",Infatuation,51.5353277,-0.1394945
381,Layla Bakery,"332 Portobello Road, London, England W10 5RU",Infatuation,51.5216931,-0.210489
382,The 10 Cases,"16 Endell Street, London,  WC2H 9BD",Infatuation,51.514484,-0.1242451
383,Gloria,"54-56 Great Eastern Street, London, Greater London EC2A 3HS",Infatuation,51.5251057,-0.08135139999999999
384,Bob Bob Ricard City,"Leadenhall Building, London, Greater London EC3V 4AB",Infatuation,51.51386189999999,-0.0823131
385,Cheeky  Pea,"Eden Walk Shopping Centre, Kingston, Greater London KT1 1BU",Infatuation,51.4091775,-0.3036699
386,The Barbary,"16 Neal's Yard, London, Greater London null",Infatuation,51.51445649999999,-0.1262762
387,Brasserie Zédel,"20 Sherwood St, London, Greater London W1F 7ED","Infatuation, Timeout",51.510608,-0.1355507
388,Gunpowder,"4 Duchess Walk, London, Greater London SE1 2RY",Infatuation,51.5036942,-0.07720289999999999
389,Berners Tavern,"10 Berners St, Fitzrovia, Greater London W1T 3NP",Infatuation,51.5167826,-0.135958
390,Granger & Co.,"7 Pancras Sq, London, Greater London N1C 4AG",Infatuation,51.5326424,-0.1256538
391,The Scolt Head,"107a Culford Rd, Islington, Greater London N1 4HT",Infatuation,51.5433366,-0.0816152
392,Gothic Bar,"St. Pancras Renaissance Hotel, Euston Rd, London, England NW1 2AR",Infatuation,51.52973249999999,-0.1259119
393,Trattoria Brutto,"35-37 Greenhill Rents, London,  EC1M 6BN",Infatuation,51.5198142,-0.102394
394,Saporitalia,"222 Portobello Rd, London, Greater London W11 1LJ",Infatuation,51.5170351,-0.2057182
395,Miznon,"8-12 Broadwick St, London, Greater London W1F 8HW",Infatuation,51.51406979999999,-0.1348273
396,Xi'an Impression,"117 Benwell Rd, London, Greater London N7 7BW",Infatuation,51.5538384,-0.1103746
397,Granger & Co Notting Hill,"175 Westbourne Grove, London, Greater London W11 2SB",Infatuation,51.5145745,-0.1977745
398,Supernova,"25 Peter St, London, England W1F 0AH",Infatuation,51.5125764,-0.1343709
399,M Manze,"105 High St, Peckham, Greater London SE15 5RS",Infatuation,51.47380949999999,-0.0693589
400,Caravan,"11 Exmouth Market, Clerkenwell, Greater London EC1R 4QD",Infatuation,51.5255727,-0.109976
401,The Painter's Room,"Claridge's, London,  W1K 4HR",Infatuation,51.5125404,-0.1478631
402,Towpath,"42 De Beauvoir Crst., London, Greater London N1 5SB",Infatuation,51.5374038,-0.08125410000000001
403,Gurmani Cafe Georgian Restaurant,"238 Langham Road, London, England N15 3NB",Infatuation,51.59067169999999,-0.1009317
404,Rita’s,"49 Lexington Street, London, Greater London W1F 9AP",Infatuation,51.51311099999999,-0.1365095
405,Atari Ya Kingston,"44 Coombe Road, London, null KT2 7AF",Infatuation,51.4122967,-0.2873951
406,Tendril,"5 Princes St, London, England W1B 2LQ",Infatuation,51.51461219999999,-0.1427628
407,Bibo,"45 Curtain Road, London,  EC2A 3PT",Infatuation,51.52367839999999,-0.08056139999999999
408,Mr Bao,"293 Rye Ln, London, Greater London SE15 4UA",Infatuation,51.4657628,-0.0657874
409,Sager + Wilde,"Arch 250 Paradise Row, London, Greater London E2 9LE",Infatuation,51.52827019999999,-0.0561781
410,The Plimsoll,"52 St Thomas's R, London,  N4 2QW",Infatuation,51.5619683,-0.1050448
411,Healthy Eaters,"17 Electric Ave, London, Greater London SW9 8JP",Infatuation,51.4622983,-0.1134824
412,10 Greek Street,"10 Greek St, Soho, Greater London W1D 4DH",Infatuation,51.5144562,-0.1309969
413,Hoppers - St. Christopher's Place,"77 Wigmore Street, London,  W1U 1QE",Infatuation,51.5159428,-0.1508222
414,Sourdough Sophia,"24 Middle Lane, London, Greater London N8 8PJ",Infatuation,51.5812771,-0.1235016
415,Burro e Salvia,"52 Redchurch St, London, Greater London E2 7DP",Infatuation,51.5242847,-0.07465229999999999
416,Diyarbakır Kitchen,"52-53 Grand Parade, Harringay, Greater London N4 1AG",Infatuation,51.5789739,-0.09893679999999999
417,Lemonia,"89 Regent's Park Rd, London, Greater London NW1 8UY",Infatuation,51.5416284,-0.156985
418,Mazi,"12-14 Hillgate St, London, Greater London W8 7SR",Infatuation,51.5081842,-0.197774
419,Brunswick East,"3d Stamford Works Gillett Square, London, Greater London N16 8AZ",Infatuation,51.5491949,-0.0768933
420,London Shell Co,"Sheldon Square, London, Greater London W2 6EP",Infatuation,51.5190538,-0.1797173
421,Duck & Waffle,"Heron Tower, London, Greater London EC2N 4AY",Infatuation,51.5162529,-0.0809449
422,Bluebird,"350 King's Rd, Chelsea, Greater London SW3 5UU",Infatuation,51.4848305,-0.175513
423,Hoppers,"49 Frith St, London,  W1D 4SG",Infatuation,51.5135941,-0.1316588
424,Udaya Kerala,"105 Katherine Road, London, null E6 1ES",Infatuation,51.5350534,0.0463136
425,Zelman Meats,"109-125 Knightsbridge, London,  SW1X 7RJ",Infatuation,51.5015131,-0.1597348
426,Farina Pizzeria Napoletana,"19-21 Notting Hill Gate, London,  W11 3JQ",Infatuation,51.5092546,-0.1944439
427,Jam Delish,"1 Tolpuddle St, London, United Kingdom N1 0XT",Infatuation,51.534451,-0.1087896
428,CDMX Tacos,"1 Green's Court, London, England W1F 0HA",Infatuation,51.5123731,-0.1343823
429,Berenjak,"27 Romilly Street, London, Greater London W1D 5DH",Infatuation,51.5130389,-0.1307823
430,Spice Village,"121 Upper Tooting Rd, London, Greater London SW17 7TJ",Infatuation,51.4327516,-0.1634904
431,Andy's  Greek Taverna,"23 Pratt St, London, Greater London NW1 0BE",Infatuation,51.53774689999999,-0.139848
432,Kova Patisserie South Kensington,"16 Old Brompton Road, London, Greater London SW7 3DL",Infatuation,51.4938363,-0.175032
433,Kothu Sri Lankan Restaurant & Bar,"114 Tooting High St, London, null SW17 0RR",Infatuation,51.4261704,-0.1700556
434,La Chingada Euston,"160 Eversholt St, London, null NW1 1BL",Infatuation,51.53193839999999,-0.1355692
435,Poor Boys,"5 Griffin Centre, Kingston, Greater London KT1 1JT",Infatuation,51.4091405,-0.3064809
436,Noodle & Beer,"31 Bell Ln, London,  E1 7LA",Infatuation,51.517691,-0.0763206
437,Stanley's,"151 Sydney St, London,  SW3 6NT",Infatuation,51.4876875,-0.1691053
438,Lady Of The Grapes,"16 Maiden Lane, London,  WC2E 7NJ",Infatuation,51.5105792,-0.1232793
439,Blankita,"235 High Rd, London, Greater London N15",Infatuation,51.5831966,-0.0727583
440,Noci,"4-6 Islington Green, London, Greater London N1 2XA",Infatuation,51.5366696,-0.1029423
441,Dishoom King's Cross,"5 Stable St, London, London N1C 4PW",Infatuation,51.5361753,-0.1254859
442,Chaconia,"26 Deptford High St, London, Greater London SE8 4AF",Infatuation,51.4757113,-0.0257618
443,Roni's Bagel Bakery,"250 West End Lane, London,  NW6 1RD",Infatuation,51.5513594,-0.1914595
444,Quince Bakery,"267 New North Road, London, England N1 7AA",Infatuation,51.5372031,-0.0911467
445,Vine Bar,"Unit 7 St George Wharf, London, Greater London SW8 2AU",Infatuation,51.4851494,-0.126533
446,Ria's,"29 All Saints Road, London, England W11 1HE",Infatuation,51.5184484,-0.2042592
447,Hand,"10-11 Victory Parade, London, Greater London E20 1FS",Infatuation,51.54699,-0.0116499
448,Henny’s,"195C Balham High Rd, London, United Kingdom SW17",Infatuation,51.4415318,-0.1541079
449,TT,"17 Kingsland Rd, London, Greater London E2 8DA",Infatuation,51.5285015,-0.07827189999999999
450,The French House,"49 Dean St, London, Greater London W1D 5BG",Infatuation,51.5127472,-0.1317317
451,The Camberwell Arms,"65 Camberwell Church St, Peckham, Greater London SE5 8TR",Infatuation,51.4737396,-0.0884225
452,Beaten By A Whisker,"E17 7FJ, London, United Kingdom E17 7FJ",Infatuation,51.580426,-0.031429
453,Other Side Fried,"3 Atlantic Road, London, Greater London SW9 8HE",Infatuation,51.4632804,-0.1145917
454,The Vault,"Greek Street, London, Greater London W1D 4DN",Infatuation,51.5142253,-0.1307893
455,Haringey Corbacisi,"7 Salisbury Promenade, Harringay, Greater London N8 0RX",Infatuation,51.5827798,-0.09943030000000001
456,Supawan,"38 Caledonian Road, London,  N1 9DT",Infatuation,51.53195239999999,-0.1204478
457,Facing Heaven,"1a Bayford Street, London, null E8 3SE",Infatuation,51.5397374,-0.0565684
458,Ain't Nothin But The Blues Bar,"20 Kingly St, Soho, Greater London W1B 5PZ",Infatuation,51.5129711,-0.1396153
459,P. Franco,"107 Clapton Road, London, Greater London E5 0NP",Infatuation,51.552093,-0.0525645
460,Sushisamba,"110 Bishopsgate, London, Greater London EC2N 4AY",Infatuation,51.5162529,-0.0809449
461,Dilara,"27 Blackstock Road, Islington, Greater London N4 2JF",Infatuation,51.56410589999999,-0.103147
462,Carousel,"19-23 Charlotte Street, London, Greater London W1T 1TA",Infatuation,51.5186059,-0.1350628
463,Yi-Ban,"1010 Dockside Rd, London, Greater London E16 2QT",Infatuation,51.5078351,0.0429462
464,Quartieri,"300 Kilburn High Rd, London, Greater London NW6 2BY",Infatuation,51.5442735,-0.2006612
465,Daylesford Organic,"76-82 Sloane Avenue, London,  SW3 3DZ",Infatuation,51.4933253,-0.1680508
466,Little Georgia,"14 Barnsbury Rd, London, Greater London N1 0HB",Infatuation,51.5343205,-0.1112513
467,The Kati Roll Company,"24 Poland St, Soho, Greater London W1F 8QL",Infatuation,51.5151862,-0.1372264
468,Gökyüzü Restaurant,"26-27 Grand Parade, Green Lanes, Harringay, Greater London N4 1LG",Infatuation,51.5805454,-0.0991069
469,Pergola Paddington Central,"5 Kingdom St, Paddington, Greater London W2 6PY",Infatuation,51.5192864,-0.1833625
470,Speedboat Bar,"30 Rupert St, London, Greater London W1D 6DL","Infatuation, Timeout",51.5111755,-0.1326545
471,Evernight ,"3 Ravine Way, London, null SW11 7BH",Infatuation,51.481576,-0.1306121
472,Scott’s Richmond,"4 Whittaker Ave, Richmond, United Kingdom TW9 1EH",Infatuation,51.45859830000001,-0.3076036
473,The Tiroler Hut,"27 Westbourne Grove, London, England W2 4UA",Infatuation,51.5155316,-0.1895438
474,Queen of Hoxton,"1-5 Curtain Rd, London, Greater London EC2A 3JX",Infatuation,51.5222659,-0.0811886
475,Zeit & Zaatar,"354 Uxbridge Rd, London, Greater London W12 7LL",Infatuation,51.5065815,-0.2338017999999999
476,Gordon's Wine Bar,"47 Villiers St, London, Greater London WC2N 6NE",Infatuation,51.5079311,-0.123342
477,Hide,"85 Piccadilly, London,  W1J 7NB",Infatuation,51.5061983,-0.1443822
478,67 Sourdough,"82-92 Great North Road, London, England N2 0NL",Infatuation,51.5852557,-0.1621864
479,The Landor,"70 Landor Rd., London, Greater London SW9 9PH",Infatuation,51.4656406,-0.126143
480,Moro,"34-36 Exmouth Market, Clerkenwell, Greater London EC1R 4QE",Infatuation,51.525873,-0.1089986
481,Tongue & Brisket,"24-26 Leather Ln, London, Greater London EC1N 7SU",Infatuation,51.5197222,-0.1091667
482,Pulp,"20 St Mary's Road, London, England W5 5ES",Infatuation,51.50727120000001,-0.3053472
483,Koya City,"10-12 Bloomberg Arcade, London,  EC4N 8AR",Infatuation,51.51224999999999,-0.0915797
484,Suzi Tros,"18 Hillgate Street, London,  W8 7SR",Infatuation,51.5080557,-0.1977168
485,Vagabond,"25 Charlotte St, London, Greater London W1T 1RW",Infatuation,51.5186979,-0.1351833
486,Frigideira,"37 Chamberlayne Road, London, England NW10 3NB",Infatuation,51.53185209999999,-0.217212
487,Frog by Adam Handling,"34-38 Southampton Street, London, Greater London WC2E 7HG",Infatuation,51.5108052,-0.1220551
488,Shree Krishna Vada Pav,"55 Station Rd, Harrow on the Hill, Greater London HA1 2TY",Infatuation,51.587378,-0.3323991000000001
489,Bao Borough,"13 Stoney Street, London, London SE1 9AD",Infatuation,51.5057455,-0.09168110000000002
490,Fortitude Bakehouse,"35 Colonnade, London, Greater London W C1N",Infatuation,51.52283629999999,-0.1241247
491,Sadaf Restaurant (Garden),"3-5 Campden Hill Rd, London, Greater London W8 7DU",Infatuation,51.5008418,-0.1948249
492,Cecconi's Pizza Bar,"19-21 Old Compton Street, London,  W1D 5JJ",Infatuation,51.51326719999999,-0.1307186
493,Koya Soho,"50 Frith St, Soho, Greater London W1D 4SQ",Infatuation,51.5136433,-0.1316949
494,Juliet’s Quality Foods,"110 Mitcham Road, London, Greater London SW17 9NG",Infatuation,51.4254188,-0.1648109
495,Restaurant Gordon Ramsay,"68 Royal Hospital Rd, London, Greater London SW3 4HP",Infatuation,51.4853968,-0.1620078
496,Gymkhana,"42 Albemarle St, London, Greater London W1S 4JH",Infatuation,51.5084859,-0.1414684
497,Assa,"23 Romilly St, London, England W1D 5AG",Infatuation,51.5128503,-0.1313416
498,Namaaste Kitchen,"64 Parkway, London, Greater London NW1 7AH",Infatuation,51.5379877,-0.1450114
499,The Selkirk,"60 Selkirk Road, London, United Kingdom SW17 0ES",Infatuation,51.4303245,-0.1694857
500,Nightjar Carnaby ,"49 - 51 Carnaby Street, London, null W1F 9PY",Infatuation,51.51274739999999,-0.1385105
501,Day Trip,"21 Halliford Street, London, England N1 3HB",Infatuation,51.5401636,-0.0897314
502,Artisan Coffee School,"32 The New Broadway, London, England W5 2XA",Infatuation,51.513211,-0.306726
503,Abd El Wahab,"1-3 Pont Street, London, Greater London SW1X 9EJ",Infatuation,51.4973706,-0.1565311
504,Grounded,"9 Whitechapel Rd, London, Greater London E1 1DU",Infatuation,51.5163848,-0.0693066
505,Campania & Jones,"95 Columbia Road, Bethnal Green, Greater London E2  7RG",Infatuation,51.5299168,-0.0687478
506,Algerian Coffee Stores,"52 Old Compton St, Soho, Greater London W1D 4QE",Infatuation,51.5129365,-0.1322289
507,Restaurante Trevi,"16-18 Highbury Corner, London, Greater London N51  RD",Infatuation,51.5466578,-0.1037891
508,The Anchor & Hope,"36 The Cut, London, Greater London SE1 8LP",Infatuation,51.5034825,-0.1065838
509,Paradise Soho,"61 Rupert Street, London, Greater London W1D 7PJ",Infatuation,51.5121987,-0.1337868
510,Bébé Bob,"37 Golden Sq, London, England W1F 9LA",Infatuation,51.5120526,-0.1372379
511,Naughty Piglets,"28 Brixton Water Lane, London, Greater London SW2 1PE",Infatuation,51.4550784,-0.1131702
512,Lucky & Joy,"95 Lower Clapton Road, London,  E5 0NP",Infatuation,51.5518479,-0.052317
513,The Flask,"77 Highgate West Hill, Highgate, Greater London N6 6BU",Infatuation,51.56991960000001,-0.1508868
514,Ombra,"1 Vyner St, Hackney, Greater London E2 9DG",Infatuation,51.53421909999999,-0.05698210000000001
515,The Effra Hall Tavern,"38 Kellett Rd., Brixton, Greater London SW2 1EB",Infatuation,51.4598925,-0.1131066
516,Sofreh ,"103 High St, London, null KT3 4BP",Infatuation,51.4005668,-0.2560354
